index,text
EC97012,"<s>Human: This incident occurred on October 19, 2022, at 3:00 PM, in an unknown city, Grays Harbor, on 101 route increasing milepost direction at milepost 76.43. The location is a Rural - Principal Arterial, not at an intersection and not related to a driveway. The road type is classified as a Rural 2 Lane Road.The level of access control is Non Limited Access More Than Average Restriction, speed limit is 55, average annual daily traffic is 5500. The road width is 24, the road surface is made of Bituminous, the right and left shoulders width is 8 and unknown, and the surface type of the left shoulder is unknown. This road is not median-separated, and it lacks a median barrier as well as a median width is unknown. Unknown if the accident occurred in a work zone, the accident happened during daylight and the road surface condition was dry.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of increasing milepost. Since only one vehicle was involved, information about a second vehicle is unknown or not applicable. The first vehicle was moving straight.The unit 1, is a Trailer - Utility, non-commercial vehicle. The airbag not deployed. The condition of the vehicle includes other defects. The driver was going straight ahead, was not ejected, and was cited for operating defective equipment. Person 1: Motor Vehicle Driver, Male, 25, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC94184,"<s>Human: This incident occurred on September 17, 2022, at 1:00 PM, in an unknown city in Walla Walla county, on the 124 route increasing milepost direction at milepost 34.14. The location is a Rural - Minor Arterial, not at an intersection and not related to a driveway. The road was classified as a Rural 2 Lane Roads.The level of access control is Non-Limited Access More Than Average Restriction, the speed limit is 65 miles per hour, and the average annual daily traffic is 1400 vehicles. The road width is 24 feet, and the road surface is made of Bituminous material. The right shoulder width is 4 feet, and the left shoulder width is unknown, with the surface type of the left shoulder being unknown as well. This road is not median-separated since the indicated value is N for divided indicator, implying there is no median barrier and the median width is 0 feet. The condition of the road is unknown in terms of work zone, it has dry road surface conditions and the light condition during the time of the accident was daylight.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There was an object involved, specifically an over embankment with no guardrail present. Vehicle1 was moving east, in the direction of increasing milepost. Vehicle2's details are unavailable. The first vehicle was moving straight.The unit 1 is an unknown special vehicle type, Intrastate commercial vehicle with 3 axles. The vehicle was not airbag equipped. The vehicle had no defects. The driver was going straight ahead, was not ejected, and the contributing factor was overcorrecting/oversteering. Person 1: Motor Vehicle Driver, Male, 31, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC17633,"<s>Human: This incident occurred on February 6, 2022, at 10:00 AM, in unknown, Pierce, on the 161 route increasing milepost direction at milepost 13.15. The location is a Rural - Minor Arterial, at an intersection and related to a driveway, on Rural 2 Lane Roads.The level of access control is Non-Limited Access More Than Average Restriction, speed limit is 55 mph, average annual daily traffic is 11000. The road width is 22 feet, the road surface is made of Asphalt, the right and left shoulders width is 3 feet and unknown respectively, and the surface type of the left shoulder is unknown. This road is not median-separated. The accident did not occur in a work zone, it happened during daylight and the road surface was dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving East, in the direction of entering a major roadway from the left, and Vehicle2 was also moving East, in the same direction. The first vehicle was moving straight while the second vehicle was stopped in traffic, legally standing.The unit 1 is a <Trailer - Utility>, non-commercial vehicle. The <Not Deployed> airbag did not deploy. The vehicle had <No Defects>. The driver was going straight ahead, not ejected, and had other contributing circumstances not listed as violations or factors. Person 1: Motor Vehicle Driver, Male, 27, Lap & Shoulder Used. Person 2: Motor Vehicle Passenger, Female, 25, Lap & Shoulder Used. Person 3: Motor Vehicle Passenger, Female, 5, Child Restraint Forward Facing. Person 4: Motor Vehicle Passenger, Male, 4, Child Restraint Forward Facing.

The unit 2 is an <unknown type>, non-commercial vehicle. The <Not Deployed> airbag did not deploy. The vehicle had <No Defects>. The female driver was stopped at a signal or stop sign, not ejected, and had no contributing violations or factors. Person 5: Motor Vehicle Driver, Female, 30, No Restraints Used. Person 6: Motor Vehicle Passenger, Female, 5, Child Restraint Forward Facing.
</s><s>Assistant: <ZERO>
<\s>"
EC94832,"<s>Human: This incident occurred on October 12, 2022, at 3:00 PM, in Spokane, Spokane county, on the 002 route increasing milepost direction at milepost 1.08. The location is an Urban - Principal Arterial, at an intersection and related to a driveway, with unknown specific location characteristics.The level of access control is Non Limited Access Least Restrictive, speed limit is 30, average annual daily traffic is 23000. The road width is 60, the road surface is made of Asphalt, the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road is not median-separated, with unknown types of barrier in the median and the width of the median is 0. The work zone status is unknown, with daylight lighting and dry road surface conditions.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 were moving west, in the direction of entering a major roadway from the left, Vehicle2 were also moving west, in the same direction. The first vehicle was moving straight while the second vehicle was stopped in traffic, legally standing.The unit 1 is an unknown special vehicle type, non-commercial vehicle. The airbag deployment is unknown. The vehicle has no defects. The driver was going straight ahead, it is unknown if they were ejected, and they were distracted by an unknown factor. Person 1: Motor Vehicle Driver, unknown age and gender, with an unknown restraint usage. Person 2: Motor Vehicle Driver, Male, 31, Lap & Shoulder Used.

The unit 2 is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag did not deploy. The vehicle has no defects. The driver was stopped at a signal or stop sign, was not ejected from the vehicle, and had no violations or contributing factors. Person 3: Motor Vehicle Passenger, Female, 42, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC51763,"<s>Human: This incident occurred on May 31, 2022, at 13:00, in unknown, Kitsap, on the 305 route increasing milepost direction at milepost 9.64. The location is an Urban - Principal Arterial, at an intersection and not related to a driveway or any known characteristic.The level of access control is Non Limited Access More Than Average Restriction, speed limit is 50, average annual daily traffic is 22000. The road width is 24, the road surface is made of Asphalt, the right and left shoulders width is 6 and unknown respectively, and the surface type of the left shoulder is unknown. This road is not median-separated and there are no barriers in the median with the median width being 0. The incident did not occur in a work zone, and the road conditions were dry under daylight lighting.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving northwest, in the direction of increasing milepost, Vehicle2 was also moving northwest, in the same direction of increasing milepost. Both the first vehicle and the second vehicle were moving straight.The unit 1 is unknown, non-commercial vehicle. The Airbag was Not Deployed. The vehicle had No Defects. The driver was Going Straight Ahead, was Not Ejected and was Lost in Thought / Day Dreaming, and Followed Too Closely. Person 1: Motor Vehicle Driver, Female, 22, Lap & Shoulder Used.

The unit 2 is unknown, non-commercial vehicle. The Airbag was Not Deployed. The vehicle had No Defects. The driver was Slowing, was Not Ejected and had no violations or factors contributing to the accident. Person 1: Motor Vehicle Driver, Male, 44, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC58618,"<s>Human: This incident occurred on June 24, 2022, at 9:00 AM in an unknown city, Cowlitz county, on the 005 route increasing milepost direction at milepost 0.43. The location is a Rural - Interstate, at an intersection and related to a rest area or turn out.The level of access control is unknown, speed limit is unknown, average annual daily traffic is unknown. The road width is 14 feet, the road surface is made of Asphalt, the right and left shoulders width is unknown and 4 feet, and the surface type of the left shoulder is Asphalt. This road has no median separation, and there are no barriers or median width provided. The road was not in a work zone, the road surface condition was dry, and the accident occurred in daylight.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving south, in the direction of increasing milepost, Vehicle2 was also moving south, in the direction of increasing milepost. The first vehicle was merging from the ramp while the second vehicle was moving straight.The unit 1, is unknown, non-commercial vehicle. The Airbag status is unknown. The vehicle had no defects noted. The driver was merging into traffic, unknown if ejected, and did not grant right of way to another vehicle. Person 1: Motor Vehicle Driver, unknown gender, unknown age, Restraint used is Unknown.

The unit 2, is unknown, non-commercial vehicle. The Airbag did not deploy. The vehicle had no defects noted. The driver was going straight ahead, not ejected, and no violations or factors contributed by this driver. Person 1: Motor Vehicle Driver, Male, 72, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC68094,"<s>Human: This incident occurred on July 19, 2022, at 7:00 AM, in Lynnwood, Snohomish, on the 524 route increasing milepost direction at milepost 6.03. The location is an Urban - Minor Arterial, not at an intersection and not related to a driveway or other notable location characteristics. The roadway is classified as an urban multilane undivided non-freeway.The level of access control is Non Limited Access Average Restriction, speed limit is 35, average annual daily traffic is 23000. The road width is 36, the road surface is made of Asphalt, the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road is not median-separated; there is no median barrier and the width of the median is 0. The incident occurred under unknown conditions in the work zone, during daylight with a dry road surface condition.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving west, in the direction of decreasing milepost, Vehicle2 was also moving west, in the same direction. The first vehicle was moving straight while the second vehicle was stopped in traffic, legally standing.The unit 1 is an unknown type, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, not ejected, and was cited for following too closely. Person 1: Motor Vehicle Driver, Male, 21, Lap & Shoulder Used. Person 2: Motor Vehicle Driver, Female, 27, Lap & Shoulder Used.

The unit 2 is also an unknown type, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was stopped for traffic, not ejected, and had no violations or factors contributing to the accident.
</s><s>Assistant: <TWO>
<\s>"
ED02363,"<s>Human: This incident occurred on October 14, 2022, at 5:00 PM, in Tukwila, King county, on the 181 route, at an increasing direction to milepost 5.53. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway, on an Urban Multilane Undivided Non-Freeway.The level of access control is Non Limited Access Average Restriction, the speed limit is 40, and the average annual daily traffic is 26000. The road width is 68 feet, and the road surface is made of Asphalt. Both the right and left shoulders have a width of 0 feet, and the surface type of the left shoulder is unknown. This road is not median-separated, with no barrier in the median and the median width is 0 feet. It is unknown if the accident occurred in a work zone. The accident happened during daylight, and the road surface condition was dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 were moving straight, in the direction of decreasing milepost, Vehicle2 were also moving straight, in the same direction of decreasing milepost. Both vehicles were moving straight when the accident occurred.The unit 1 is an unknown special vehicle type, and it is not a commercial vehicle. The status of the airbag deployment is unknown. The vehicle condition had no defects. The driver was going straight ahead and was not ejected. There were no violations or factors contributing to the accident. Person 1: Motor Vehicle Driver, gender unknown, 49, restraint use unknown, helmet not used.

The unit 2 is also an unknown special vehicle type, and it is not a commercial vehicle. Similarly, the airbag deployment is unknown. The vehicle condition had no defects. The driver of this unit was also going straight ahead and was not ejected. There were no violations or factors reported for this driver. Person 2: Motor Vehicle Driver, Male, 29, restraint use unknown, helmet not used.
</s><s>Assistant: <ZERO>
<\s>"
EC14891,"<s>Human: This incident occurred on January 25, 2022, at 7:00 AM, in unknown, Spokane, on the 395 route increasing milepost direction at milepost 183.76. The location is a Rural - Principal Arterial and it happened not at an intersection and is not related to any driveway, with no further location characteristics provided. The road classification of the incident site is indicated as Rural Freeways Less than 4 Lanes.The level of access control is Limited Access Partially Controlled, speed limit is 60, average annual daily traffic is 15000. The road width is 24, the road surface is made of Asphalt, the right and left shoulders width is 10 and unknown, respectively, and the surface type of the left shoulder is unknown. This road is not median-separated and has no median barrier and the width of the median is unknown. It is unknown if the accident occurred in a work zone, with the accident occurring during daylight and the road surface condition was icy.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There was an object involved, which was a roadway ditch. Vehicle1 was moving northwest, in the direction of increasing milepost. Since there was only one vehicle involved, there are no details to report on a second vehicle’s direction or event. The vehicle was moving straight at the time of the accident.The unit 1, is an unknown type, non-commercial vehicle. The Combination of Airbag Deployed. The vehicle had No Defects. The driver was Going Straight Ahead, was Not Ejected, and there are no Violations or factors reported. Person 1: Motor Vehicle Driver, Male, 26, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC87307,"<s>Human: This incident occurred on September 25, 2022, at 19:00, in Renton, King county, on the 900 route increasing milepost direction at milepost 5.21. The location is an Urban - Principal Arterial, at a location related to an intersection but not at the intersection itself, with unknown specific characteristics. The road is classified as an Urban Multilane Undivided Non-Freeway.The level of access control is Non Limited Access Less Restrictive, speed limit is 35, average annual daily traffic is 24000. The road width is 60, the road surface is made of Asphalt, the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road is not median-separated, and there is no barrier in the median with a width of 0. The occurrence in the work zone is unknown, with the lighting condition being Dark-Street Lights On and the road surface condition being Dry.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving northeast, in the direction of increasing milepost, Vehicle2 was also moving northeast, in the direction of increasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is a <unknown Special vehicle type>, non-commercial vehicle. The Airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, not ejected, and distraction was an unknown factor. Person 1: Motor Vehicle Driver, Male, 55, Lap & Shoulder Used.

The unit 2, is a <unknown Special vehicle type>, non-commercial vehicle. The Airbag did not deploy. The vehicle had no defects. The driver had stopped for traffic, not ejected, and no violations or factors contributed to the accident. Person 1: Motor Vehicle Driver, Male, 43, Lap & Shoulder Used; Person 2: Motor Vehicle Passenger, Female, 41, Lap & Shoulder Used.

The unit 3, is a Vanette Under 10,000 lb, non-commercial vehicle. The Airbag did not deploy. The vehicle had no defects. The driver had stopped at a signal or stop sign, not ejected, and no violations or factors contributed to the accident. Person 1: Motor Vehicle Driver, <unknown gender>, 25, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC32399,"<s>Human: This incident occurred on February 26, 2022, at 8:00 AM, in Bellingham, Whatcom, on the 539 route increasing milepost direction at milepost 0.29. The location is an Urban - Principal Arterial, at an intersection and related to a driveway. The roadway is classified as an Urban Multilane Divided Non-Freeway. Details regarding the characteristics of the location are unknown.The level of access control is Non Limited Access Average Restriction, speed limit is 35, average annual daily traffic is 35000. The road width is 57, the road surface is made of Asphalt, the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road has a median-separated structure with a CURB barrier in the median and the width of median is 1. Unknown in work zone, the road condition is dry and it is in daylight.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of increasing milepost, making a U-Turn. Vehicle2 was moving south, in the direction of decreasing milepost, moving straight. The first vehicle was attempting to make a U-Turn when the second vehicle, which was moving straight.The unit 1, is an unknown vehicle. It is not a commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was making a U-turn, was not ejected, and was cited for making an improper U-turn. Person 1: Motor Vehicle Driver, Male, 18, Lap & Shoulder Used.

The unit 2, is an unknown vehicle. It is not a commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and had no violations or contributing factors noted. Person 1: Motor Vehicle Driver, Male, 67, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC51206,"<s>Human: This incident occurred on May 31, 2022, at 07:00 am, in Mukilteo, Snohomish, on the 525 route increasing milepost direction near milepost 5.61. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway or other specific location characteristics. The roadway is classified as an Urban Multilane Divided Non-Freeway.The level of access control is Non Limited Access Average Restriction, the speed limit is 40, the average annual daily traffic is 35000. The road width is 48 feet, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is median-separated with a curb type barrier in the median and the median width is 12 feet. The work zone status is unknown, the road surface condition is dry, and the accident occurred in daylight.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving straight, in the direction of decreasing milepost, Vehicle2 was also moving straight, in the same direction. Both vehicles were moving straight along the road when the accident occurred.The unit 1, is an unknown, non-commercial vehicle. The Front Airbag Deployed. The vehicle condition reports no defects. The driver was going straight ahead and was not ejected. There were no violations or contributing factors listed. Person 1: Motor Vehicle Driver, Female, 18, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, non-commercial vehicle. The Airbag did not deploy. The vehicle condition reports no defects. The driver was slowing and was not ejected. There were no violations or contributing factors listed. Person 1: Motor Vehicle Driver, Male, 49, Lap & Shoulder Used. Person 2: Motor Vehicle Passenger, Male, 17, Lap & Shoulder Used.

The unit 3, is an unknown, non-commercial vehicle. The Airbag did not deploy. The vehicle condition reports no defects. The driver was slowing and was not ejected. There were no violations or contributing factors listed. Person 1: Motor Vehicle Driver, Female, 16, Lap & Shoulder Used. Person 2: Motor Vehicle Passenger, Male, 14, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC33938,"<s>Human: This incident occurred on March 26, 2022, at 1:00 PM, in Bellevue, King County, on the 405 route increasing milepost direction at milepost 13.85. The location is an Urban - Interstate, not at an intersection, and not related to a driveway. Details about the specific characteristics of the location are unknown. The roadway classification is categorized as Urban Freeways.The level of access control is Limited Access Fully Controlled, the speed limit is 60, and the average annual daily traffic is 158,000. The road width is 72 feet, and the road surface is made of Portland Concrete Cement. The right and left shoulders' width is 10 feet and unknown respectively, and the surface type of the left shoulder is unknown. This road is median-separated with a JERSEY TYPE BARRIER in the median and the width of the median is 10 feet. The accident occurred in an unknown condition in the work zone, during daylight with the road surface being dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving straight, in the direction of decreasing milepost, Vehicle2 was also moving straight, in the direction of decreasing milepost. Both vehicles were moving straight along the road when the crash occurred.The unit 1, is a non-commercial Vanette Under 10,000 lb vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and the violation was following too closely. Person 1: Motor Vehicle Driver, Female, 18, Lap & Shoulder Used. Person 2's information is unknown except that they used lap and shoulder restraints.

The unit 2, is a non-commercial Vanette Under 10,000 lb vehicle. The airbag deployment status is unknown. The vehicle had no defects. The condition of the driver and possible violations or contributing factors are unknown. Person 3: Motor Vehicle Driver, Male, 55, Lap & Shoulder Used.
</s><s>Assistant: <TWO>
<\s>"
EC62446,"<s>Human: This incident occurred on July 5, 2022, at 08:00 AM, in Bothell, Snohomish. The crash happened on the 405 route, increasing milepost direction at milepost 25.01. The location is an Urban - Interstate, specifically not at an intersection and not related to a driveway. Details about the roadway's characteristics are unknown.The level of access control is Limited Access Fully Controlled, speed limit is 60, average annual daily traffic is 123000. The road width is 57 feet, the road surface is made of Asphalt, the right and left shoulders width is 9 feet and unknown respectively, and the surface type of the left shoulder is unknown. This road is median-separated with a JERSEY TYPE BARRIER, and the width of the median is 16 feet. The occurrence in the work zone is unknown, with daylight lighting and dry road surface conditions.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving straight, in the direction of decreasing milepost, Vehicle2 was also moving straight, in the direction of decreasing milepost. Both vehicles were moving in the same direction and performing the same maneuver at the time of the accident.The unit 1, is unknown, not a commercial vehicle. The Airbag Not Deployed. The vehicle had No Defects. The driver was Going Straight Ahead, was Not Ejected, and the contributing factor was Apparently Asleep or Fatigued. Person 1: Motor Vehicle Driver, Female, 53, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, not a commercial vehicle. The Airbag Not Deployed. The vehicle had No Defects. The driver was Slowing, was Not Ejected, and there were no violations or factors contributing to the accident. Person 1: Motor Vehicle Driver, Female, 76, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC78927,"<s>Human: This incident occurred on August 25, 2022, at 11:00 AM, in the county of Pacific, on the 101 route increasing in milepost direction at milepost 49.0. The location is a Rural - Principal Arterial, not at an intersection and not related to a driveway or any other specific location characteristic. The road is classified as a rural 2-lane road.The level of access control is Non Limited Access Average Restriction, speed limit is 55, average annual daily traffic is 3400. The road width is 24 feet, the road surface is made of Asphalt, the right and left shoulders width is 5 feet and unknown respectively, and the surface type of the left shoulder is unknown. This road is not median-separated and has no median barrier. The accident occurred in an unknown status in the work zone, during daylight with dry road surface conditions.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving west, in the direction of decreasing milepost, Vehicle2 was also moving west, in the direction of decreasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic legally standing.The unit 1, is a Vanette Under 10,000 lb, not a commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was noted for exceeding reasonable safe speed. Person 1: Motor Vehicle Driver, Female, 69, Lap & Shoulder Used; Person 2: Motor Vehicle Passenger, Female, 51, Lap & Shoulder Used; Person 3: Motor Vehicle Passenger, Female, 32, Lap & Shoulder Used; Person 4: Motor Vehicle Passenger, Female, 30, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, not a commercial vehicle. The airbag deployment status is unknown. The vehicle had no defects. The driver was stopped in the roadway and there's no additional information on driver ejection or other contributing factors. Person 1: Motor Vehicle Driver, Female, 43, Lap & Shoulder Used; Person 2: Motor Vehicle Passenger, Female, 16, Lap & Shoulder Used; Person 3: Motor Vehicle Passenger, Female, 14, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC80837,"<s>Human: This incident occurred on August 29, 2022, at 19:00, in the city of Bellevue, King County, on route 405 in the direction of increasing milepost, specifically at milepost 10.95. The location is an Urban - Interstate, and it occurred not at an intersection and not related to a driveway. The roadway class at the site of the accident is classified as Urban Freeways.The level of access control is Limited Access Fully Controlled, the speed limit is 60 mph, and the average annual daily traffic is 92,000 vehicles. The road width is 48 feet, and the road surface is made of Portland Concrete Cement. The right shoulder width is 2 feet, and the left shoulder width is 10 feet, with the surface type of the left shoulder being Asphalt. This road has a median that is separated by a guard rail with a median width of 38 feet. The crash was not reported in a work zone, and the conditions at the time were dry road surface and daylight lighting.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were objects involved, for vehicle2, it described a Guardrail - Face. Vehicle1 was moving North, in the direction of Increasing milepost, Vehicle2 was also moving North, in the direction of Increasing milepost. The first vehicle was attempting to change lanes to the left, while the second vehicle was moving straight.The unit 1 is an unknown special vehicle type, non-commercial vehicle. The airbag did not deploy. The vehicle has no defects. The driver was changing lanes, was not ejected, and has an improper turn/merge as a contributing factor to the accident. Person 1: Motor Vehicle Driver, Female, 17, Lap & Shoulder Used.

The unit 2 is an unknown special vehicle type, non-commercial vehicle. The airbag did not deploy. The vehicle has no defects. The driver was going straight ahead, was not ejected, and had no contributing factors to the accident. Person 1: Motor Vehicle Driver, Female, 66, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC61912,"<s>Human: This incident occurred on July 6, 2022, at 9:00 AM, in Port Orchard, Kitsap County, on the 016 route increasing milepost direction at milepost 0.07. The location is an Urban - Principal Arterial. The crash was not at an intersection and not related to a driveway, but other specific characteristics are unknown. The roadway is classified as Urban Freeways Less than 4 Lanes.The level of access control is unknown, speed limit is unknown, average annual daily traffic is 0. The road width is 14 meters, the road surface is made of Asphalt, the right and left shoulders width is 8 meters and 4 meters, respectively, and the surface type of the left shoulder is Asphalt. This road is not median-separated, and the median width is 0 meters with an unknown type of barrier. The work zone status is unknown, and it occurred during daylight with a wet road surface condition.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There was an object involved, which was an Earth Bank or Ledge. Vehicle1 was moving north, in the direction of increasing milepost. The description of V1EVENT1 is that the vehicle was moving straight. As for Vehicle2, the movement direction and event are unknown or not applicable.The unit 1, is an unknown special vehicle type, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and the violation or factor was exceeding reasonable safe speed. Person 1: Motor Vehicle Driver, Male, 35, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC62656,"<s>Human: This incident occurred on July 6, 2022, at 18:00 hours, in an unknown city within Snohomish county, on the 204 route increasing milepost direction at milepost 0.36. The location is an Urban - Principal Arterial, at a place related to an intersection but not at the intersection itself. Further details about the roadway classify it as an Urban Freeway with less than 4 lanes.The level of access control is Limited Access Partially Controlled, the speed limit is 55, and the average annual daily traffic is 37000. The road width is 22, the road surface is made of Asphalt, the right and left shoulders width is 10 and 0 respectively, and the surface type of the left shoulder is unknown. This road is not median-separated as indicated by the median width of 0 with an unknown type of barrier. The condition of whether it occurred in a work zone is unknown, with the light condition during the accident being Daylight and the road surface condition being Dry.There were no pedestrians involved, 2 vehicles involved. There was no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of increasing milepost, Vehicle2 was also moving north, in the direction of increasing milepost. Both vehicles were moving straight.The unit 1, is a special vehicle type unknown, non-commercial vehicle. The Airbag deployment is unknown. The vehicular conditions witness no defects. The driver performed an other* action, it is unknown if they were ejected and did not grant right of way to another vehicle. Person 1:Motor Vehicle Driver, of unknown age and sex, with unknown restraint use. Person 2:Motor Vehicle Driver, Female, 59, Lap & Shoulder Used. 

The unit 2, is a special vehicle type unknown, non-commercial vehicle. The Airbag did not deploy. The vehicular conditions show no defects. The driver was going straight ahead, was not ejected, and no violations or factors were contributed by this driver. Person 3: Motor Vehicle Passenger, Male, 58, Lap & Shoulder Used. Person 4: Motor Vehicle Passenger, Female, 25, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC11029,"<s>Human: This incident occurred on January 6, 2022, at 5:00 PM, in Lynnwood, Snohomish, along the 524 route increasing milepost direction at milepost 4.93. The location is an Urban - Principal Arterial, at a driveway. The nature of the road is classified as an Urban Multilane Undivided Non-Freeway, and the specific characteristics of the accident location are unknown.The level of access control is Non Limited Access Least Restrictive, speed limit is 35, average annual daily traffic is 32000. The road width is 48, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is not median-separated, and there is no median barrier or specific width of the median mentioned. Unknown if occurred in work zone, the road conditions during the incident were dark with street lights on and a wet road surface.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving East, in the direction of increasing milepost. Vehicle2's direction and comparative direction are unknown or not applicable. The first vehicle was attempting to turn right.The unit 1 is a Vanette Under 10,000 lb non-commercial vehicle. The airbags did not deploy. The vehicle had no defects. The driver was making a right turn and was not ejected from the vehicle. Person 1: Motor Vehicle Driver, Female, 37, Lap & Shoulder Used.

The unit 2 is unknown in terms of vehicle type and whether it is a commercial vehicle. The condition of airbags and vehicle condition is unknown as well. The driver's action, ejection status, and violations or factors are also unknown. Person 2: Pedestrian cyclist Driver, Male, 17, Helmet usage is unknown.
</s><s>Assistant: <ONE>
<\s>"
